dialogue_id,utt_id,speaker,utterance,%mor,%gra,%adu,%cof
Thomas-4-04-06-annotated.txt,1,MOT,"do you know what I did one day , Thomas [>] ? 1074993_1076375",mod|do pro|you v|know pro:wh|what pro:sub|I v|do&PAST det:num|one n|day cm|cm n:prop|Thomas ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|6|LINK 5|6|SUBJ 6|3|COMP 7|8|QUANT 8|10|MOD 9|8|LP 10|6|OBJ 11|3|PUNCT,"$EXA:i $ADD:do-you-know-what $ADD:did-one-day-,-thomas $DEL:just-need-this $DIST = 4 $REP = 0.10",$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I'd not . 1104528_1105445,pro:sub|I~mod|genmod neg|not .,1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,&=laughs would you not ? 1105305_1106420,mod|will&COND pro|you neg|not ?,1|0|INCROOT 2|1|OBJ 3|2|NEG 4|1|PUNCT,$EXA:not $ADD:would-you $DEL:i'd $DIST = 1 $REP = 0.33,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,and <<just pretend> [/] just pretend it said> [>] “this is a bank” . 1135609_1140044,conj|and adj|just adj|pretend pro|it v|say&PAST bq|bq pro:dem|this cop|be&3S det|a n|bank eq|eq .,1|3|LINK 2|3|MOD 3|5|LINK 4|5|SUBJ 5|0|ROOT 6|8|LINK 7|8|SUBJ 8|5|COMP 9|10|DET 10|8|PRED 11|10|XMOD 12|5|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,<dear me I'll try this one> [<] . 1136004_1138442,adj|dear pro:obj|me pro:sub|I~mod|will v|try det|this pro:indef|one .,1|2|MOD 2|5|LINK 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|7|DET 7|5|OBJ 8|5|PUNCT,$EXA:this $ADD:dear-me-i'll-try $ADD:one $DEL:and-just-pretend-it-said-“ $DEL:is-a-bank-” $DIST = 1 $REP = 0.17,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,a bank card . 1140046_1141462,det|a n|bank n|card .,1|3|DET 2|3|MOD 3|0|INCROOT 4|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,it is a bank card . 1141822_1142658,pro|it cop|be&3S det|a n|bank n|card .,1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|PRED 6|2|PUNCT,$EXA:a-bank-card $ADD:it-is $EXPAN $DIST = 1 $REP = 0.60,$COF $ERR = synt:subj;$TYP=omission $ERR = synt:verb;$TYP=omission
Thomas-4-04-06-annotated.txt,0,CHI,a bank card . 1140046_1141462,det|a n|bank n|card .,1|3|DET 2|3|MOD 3|0|INCROOT 4|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,card in the machine szoop@o . 1143459_1145526,n|card prep|in det|the n|machine on|szoop .,1|0|INCROOT 2|1|NJCT 3|4|DET 4|2|POBJ 5|1|XJCT 6|1|PUNCT,$EXA:card $ADD:in-the-machine-szoop@o $DEL:a-bank $DIST = 3 $REP = 0.20,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,you said it was not a train ticket . 1196329_1197838,pro|you v|say&PAST pro|it cop|be&PAST&13S neg|not det|a n|train n|ticket .,1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|2|COMP 5|4|NEG 6|8|DET 7|8|MOD 8|4|PRED 9|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh it says I've no money in my bank I'd better go and have a word with the manager inside . 1198625_1202990,co|oh pro|it v|say-3S pro:sub|I~aux|have qn|no n|money prep|in pro:poss:det|my n|bank pro:sub|I~mod|genmod adv|good&CP v|go coord|and v|have det|a n|word prep|with det|the n|manage&dv-AGT adv|inside .,1|3|COM 2|3|SUBJ 3|0|ROOT 4|7|SUBJ 5|7|AUX 6|7|QUANT 7|3|COMP 8|7|NJCT 9|10|MOD 10|8|POBJ 11|14|SUBJ 12|14|AUX 13|14|JCT 14|7|XJCT 15|14|CONJ 16|15|COORD 17|18|DET 18|16|OBJ 19|18|NJCT 20|21|DET 21|19|POBJ 22|21|NJCT 23|3|PUNCT,$EXA:it-say $EXA:a $ADD:oh $ADD:i've-no-money-in-my-bank-i'd-better-go-and-have $ADD:word-with-the-manager-inside $DEL:you $DEL:was-not $DEL:train-ticket $MSUB:-3s $DIST = 1 $REP = 0.15,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,well just pretend these were bills . 1276199_1278196,co|well adv|just adj|pretend det|these cop|be&PAST n|bill-PL .,1|3|COM 2|3|JCT 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,don't give me bills to pay as well . 1280121_1281746,mod|do~neg|not v|give pro:obj|me n|bill-PL inf|to v|pay prep|as adv|well .,1|3|AUX 2|1|NEG 3|0|ROOT 4|3|OBJ 5|3|OBJ 6|7|INF 7|5|XMOD 8|7|JCT 9|8|POBJ 10|3|PUNCT,$EXA:bill $EXA:well $ADD:don't-give-me $ADD:to-pay-as $DEL:just-pretend-these-were $MEXA:-pl $DIST = 4 $REP = 0.25,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,that's [/] that's a bill (be)cause you've had too much money . 1297156_1300616,pro:dem|that~cop|be&3S det|a n|bill conj|because pro|you~aux|have part|have&PASTP adv|too qn|much n|money .,1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|PRED 5|8|LINK 6|8|SUBJ 7|8|AUX 8|2|CJCT 9|8|JCT 10|11|QUANT 11|8|OBJ 12|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,so you're going to charge me now for taking money out of my account . 1303374_1306428,co|so pro|you~aux|be&PRES part|go-PRESP inf|to v|charge pro:obj|me adv|now prep|for n:gerund|take-PRESP n|money adv|out prep|of pro:poss:det|my n|account .,1|4|COM 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|INF 6|4|XCOMP 7|6|OBJ 8|6|JCT 9|6|JCT 10|11|MOD 11|9|POBJ 12|11|NJCT 13|12|JCT 14|15|MOD 15|13|POBJ 16|4|PUNCT,$EXA:money $ADD:so-you're-going-to-charge-me-now-for-taking $ADD:out-of-my-account $DEL:that's-a-bill-because-you've-had-too-much $DIST = 1 $REP = 0.07,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,can you see what's in the machine working ? 1323349_1325927,mod|can pro|you v|see rel|what~cop|be&3S prep|in det|the n|machine part|work-PRESP ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|5|LINK 5|3|COMP 6|5|JCT 7|8|DET 8|6|POBJ 9|5|PRED 10|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,is it just the people I work for forgot to put the money in the bank . 1329957_1333406,aux|be&3S pro|it adv|just det|the n|person&PL pro:sub|I v|work prep|for v|forget&PAST inf|to v|put&ZERO det|the n|money prep|in det|the n|bank .,1|0|INCROOT 2|1|OBJ 3|2|JCT 4|5|DET 5|2|OBJ 6|7|SUBJ 7|5|CMOD 8|7|JCT 9|8|POBJ 10|11|INF 11|7|XCOMP 12|13|DET 13|11|OBJ 14|11|JCT 15|16|DET 16|14|POBJ 17|1|PUNCT,$EXA:the $EXA:work $EXA:in $ADD:is-it-just $ADD:people-i $ADD:for-forgot-to-put-the-money $ADD:the-bank $DEL:can-you-see-what's $DEL:machine $MDEL:-presp $DIST = 3 $REP = 0.19,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I will . 1358781_1359466,pro:sub|I mod|will .,1|2|SUBJ 2|0|ROOT 3|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,shall I write to cheque or can I just tell you how much I want [>] ? 1359548_1362462,mod|shall pro:sub|I v|write prep|to n|cheque coord|or mod|can pro:sub|I adv|just v|tell pro|you adv:wh|how adv|much pro:sub|I v|want ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|4|POBJ 6|5|CONJ 7|10|AUX 8|10|SUBJ 9|10|JCT 10|6|ROOT 11|10|OBJ 12|15|LINK 13|12|JCT 14|15|SUBJ 15|10|CJCT 16|10|PUNCT,$EXA:i $ADD:shall $ADD:write-to-cheque-or-can-i-just-tell-you-how-much-i-want $DEL:will $DIST = 1 $REP = 0.07,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I am can hear . 1373883_1374951,pro:sub|I aux|be&1S mod|can v|hear .,1|4|SUBJ 2|4|AUX 3|4|AUX 4|0|ROOT 5|4|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,"I can hear something I'm just trying to ignore it , Thomas . 1374928_1377436",pro:sub|I mod|can v|hear pro:indef|something pro:sub|I~aux|be&1S adv|just part|try-PRESP inf|to v|ignore pro|it cm|cm n:prop|Thomas .,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|8|SUBJ 6|8|AUX 7|6|JCT 8|3|COMP 9|10|INF 10|8|XCOMP 11|10|OBJ 12|10|LP 13|12|APP 14|3|PUNCT,"$EXA:i-can-hear $ADD:something-i'm-just-trying-to-ignore-it-,-thomas $DEL:am $DIST = 1 $REP = 0.25",$COF $ERR = umorph:auxverb;$TYP=add
Thomas-4-04-06-annotated.txt,0,CHI,well you can have these . 1403626_1407411,co|well pro|you mod|can v|have pro:dem|these .,1|4|COM 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|OBJ 6|4|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh well that's [/] that's plenty that's quite enough to go and do my shopping with thank you . 1410511_1415468,co|oh co|well pro:dem|that~cop|be&3S adv|plenty pro:dem|that~cop|be&3S adv|quite adv|enough inf|to v|go coord|and v|do adj|m&dn-Y part|shop-PRESP prep|with v|thank pro|you .,1|4|COM 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|SUBJ 7|4|PRED 8|7|JCT 9|7|JCT 10|11|INF 11|7|XCOMP 12|11|CONJ 13|12|COORD 14|13|JCT 15|14|XMOD 16|15|JCT 17|16|POBJ 18|17|OBJ 19|4|PUNCT,$EXA:well $EXA:you $ADD:oh $ADD:that's-plenty-that's-quite-enough-to-go-and-do-my-shopping-with-thank $DEL:can-have-these $DIST = 2 $REP = 0.12,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,well you can have these . 1403626_1407411,co|well pro|you mod|can v|have pro:dem|these .,1|4|COM 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|OBJ 6|4|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,thank you I don't need any more thank you Mr bank manager . 1415949_1419072,v|thank pro|you pro:sub|I mod|do~neg|not v|need qn|any pro:indef|more v|thank pro|you n:prop|Mr n|bank n|manage&dv-AGT .,1|0|ROOT 2|1|OBJ 3|6|SUBJ 4|6|AUX 5|4|NEG 6|1|COMP 7|8|QUANT 8|9|SUBJ 9|6|COMP 10|13|SUBJ 11|13|MOD 12|13|MOD 13|9|OBJ 14|1|PUNCT,$EXA:you $ADD:thank $ADD:i-don't-need-any-more-thank-you-mr-bank-manager $DEL:well $DEL:can-have-these $DIST = 3 $REP = 0.08,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,very [/] very rich . 1433375_1435302,adv|very adj|rich .,1|2|JCT 2|0|ROOT 3|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,I want you to be cheap or very [/] very rich ? 1435176_1437394,pro:sub|I v|want pro|you inf|to cop|be adj|cheap coord|or adv|very adj|rich ?,1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|5|INF 5|2|XCOMP 6|5|PRED 7|6|CONJ 8|9|JCT 9|7|COORD 10|2|PUNCT,$EXA:very-rich $ADD:i-want-you-to-be-cheap-or $EXPAN $DIST = 2 $REP = 0.22,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,very [/] very rich . 1433375_1435302,adv|very adj|rich .,1|2|JCT 2|0|ROOT 3|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,I'd like me to be very [/] very rich Thomas wouldn't that be nice ? 1439370_1442307,pro:sub|I~mod|genmod v|like pro:obj|me inf|to cop|be adv|very adj|rich n:prop|Thomas mod|will&COND~neg|not rel|that cop|be adj|nice ?,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|6|INF 6|3|XCOMP 7|8|JCT 8|6|PRED 9|8|OBJ 10|12|AUX 11|10|NEG 12|13|LINK 13|9|CMOD 14|13|PRED 15|3|PUNCT,$EXA:very-rich $ADD:i'd-like-me-to-be $ADD:thomas-wouldn't-that-be-nice $EXPAN $DIST = 4 $REP = 0.17,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,get all of the toys for me . 1444557_1448725,v|get qn|all prep|of det|the n|toy-PL prep|for pro:obj|me .,1|0|ROOT 2|6|QUANT 3|2|NJCT 4|5|DET 5|3|POBJ 6|1|JCT 7|6|POBJ 8|1|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,get all the toys for you what sort of toys would you like then ? 1448771_1451615,v|get qn|all det|the n|toy-PL prep|for pro|you pro:wh|what n|sort prep|of n|toy-PL mod|will&COND pro|you co|like adv:tem|then ?,1|0|ROOT 2|4|QUANT 3|4|DET 4|1|OBJ 5|4|NJCT 6|7|SUBJ 7|5|POBJ 8|7|OBJ 9|8|NJCT 10|9|POBJ 11|12|AUX 12|14|SUBJ 13|12|COM 14|10|INCROOT 15|14|PUNCT,$EXA:get-all-the-toy-for $EXA:of $ADD:you-what-sort $ADD:toys-would-you-like-then $DEL:me $MEXA:-pl $DIST = 1 $REP = 0.43,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,all of the scary monsters kill you . 1451650_1455284,pro:indef|all prep|of det|the adj|scare&dn-Y n|monster-PL v|kill pro|you .,1|6|SUBJ 2|6|JCT 3|5|DET 4|5|MOD 5|6|SUBJ 6|0|ROOT 7|6|OBJ 8|6|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,all of the scary monsters to kill me ? 1455279_1457473,qn|all prep|of det|the adj|scare&dn-Y n|monster-PL inf|to v|kill pro:obj|me ?,1|2|QUANT 2|0|ROOT 3|5|DET 4|5|MOD 5|2|POBJ 6|7|INF 7|2|XCOMP 8|7|OBJ 9|2|PUNCT,$EXA:all-of-the-scare-monster $EXA:kill $ADD:to $ADD:me $DEL:you $MEXA:-y&dn $MEXA:-pl $DIST = 1 $REP = 0.75,$COF $ERR = umorph:prep;$TYP=omission
Thomas-4-04-06-annotated.txt,0,CHI,I xxx to come beneath how much money you had . [+ PI] 1469248_1472347,pro:sub|I inf|to v|come prep|beneath adv:wh|how qn|much n|money pro|you v|have&PAST .,1|3|SUBJ 2|3|INF 3|0|ROOT 4|3|JCT 5|9|LINK 6|7|QUANT 7|9|JCT 8|9|SUBJ 9|4|POBJ 10|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,suddenly from thinking I only had one pound seventy one pence I'm a millionaire . 1476169_1480813,adv|sudden&dadj-LY prep|from n:gerund|think-PRESP pro:sub|I adv|only v|have&PAST pro:indef|one n|pound det:num|seventy det:num|one n|pence pro:sub|I~cop|be&1S det|a n|millionaire .,1|2|JCT 2|6|LINK 3|2|POBJ 4|6|SUBJ 5|6|JCT 6|0|ROOT 7|6|OBJ 8|11|MOD 9|11|QUANT 10|11|QUANT 11|7|CMOD 12|13|SUBJ 13|11|CMOD 14|15|DET 15|13|PRED 16|6|PUNCT,$EXA:i $EXA:have $ADD:suddenly-from-thinking $ADD:only $ADD:one-pound-seventy-one-pence-i'm-a-millionaire $DEL:to-come-beneath-how-much-money-you $MEXA:&past $DIST = 4 $REP = 0.14,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I xxx to come beneath how much money you had . [+ PI] 1469248_1472347,pro:sub|I inf|to v|come prep|beneath adv:wh|how qn|much n|money pro|you v|have&PAST .,1|3|SUBJ 2|3|INF 3|0|ROOT 4|3|JCT 5|9|LINK 6|7|QUANT 7|9|JCT 8|9|SUBJ 9|4|POBJ 10|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh I can hear a helicopter now . 1482232_1484054,co|oh pro:sub|I mod|can v|hear det|a n|helicopter adv|now .,1|4|COM 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|DET 6|4|OBJ 7|4|JCT 8|4|PUNCT,$EXA:i $ADD:oh $ADD:can-hear-a-helicopter-now $DEL:to-come-beneath-how-much-money-you-had $DIST = 5 $REP = 0.14,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,<I need to> [/] I need to close the bank . 1514385_1517752,pro:sub|I v|need inf|to v|close det|the n|bank .,1|2|SUBJ 2|0|ROOT 3|4|INF 4|2|XCOMP 5|6|DET 6|4|OBJ 7|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh I see so when you need to close the bank you turn the fire hose on people do you ? 1518040_1521615,co|oh pro:sub|I v|see co|so conj|when pro|you v|need inf|to v|close det|the n|bank pro|you v|turn det|the n|fire n|hose prep|on n|person&PL v|do pro|you ?,1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|COM 5|7|LINK 6|7|SUBJ 7|3|CJCT 8|9|INF 9|7|XCOMP 10|11|DET 11|9|OBJ 12|13|SUBJ 13|11|XMOD 14|16|DET 15|16|MOD 16|13|OBJ 17|16|NJCT 18|19|SUBJ 19|17|POBJ 20|13|OBJ 21|3|PUNCT,$EXA:i $EXA:need-to-close-the-bank $ADD:oh $ADD:see-so-when-you $ADD:you-turn-the-fire-hose-on-people-do-you $EXPAN $DIST = 1 $REP = 0.30,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,that's the electric pipe . 1524803_1526243,pro:dem|that~cop|be&3S det|the n|electric n|pipe .,1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|MOD 5|2|PRED 6|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,the electric pipe and what does [>] +/.[+ IN] 1526208_1527729,det|the n|electric n|pipe coord|and pro:wh|what v|do&3S +/.,1|3|DET 2|3|MOD 3|0|INCROOT 4|3|CONJ 5|6|LINK 6|4|COORD 7|3|PUNCT,$EXA:the-electric-pipe $ADD:and-what-does $DEL:that's $DIST = 1 $REP = 0.50,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I wanted it to be bedtime . 1567791_1569846,pro:sub|I v|want-PAST pro|it inf|to cop|be n|+n|bed+n|time .,1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|5|INF 5|2|XCOMP 6|5|PRED 7|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,wanted it to be bedtime are you tired ? 1569799_1571448,v|want-PAST pro|it inf|to cop|be n|+n|bed+n|time aux|be&PRES pro|you v|tire-PAST ?,1|0|ROOT 2|1|OBJ 3|4|INF 4|1|XCOMP 5|8|SUBJ 6|8|AUX 7|8|SUBJ 8|4|PRED 9|1|PUNCT,$EXA:want-it-to-be-bed+time $ADD:are-you-tired $DEL:i $MEXA:-past $DIST = 1 $REP = 0.62,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I don't know . 1581246_1581861,pro:sub|I mod|do~neg|not v|know .,1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|4|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,the bank manager doesn't serve tea and coffee „ does he ? 1581910_1584406,det|the n|bank n|manage&dv-AGT mod|do&3S~neg|not v|serve n|tea coord|and n|coffee end|end v|do&3S pro:sub|he ?,1|3|DET 2|3|MOD 3|6|SUBJ 4|6|AUX 5|4|NEG 6|0|ROOT 7|6|OBJ 8|6|CONJ 9|8|COORD 10|11|SUBJ 11|9|CMOD 12|11|OBJ 13|6|PUNCT,$EXA:do~not $ADD:the-bank-manager $ADD:serve-tea-and-coffee-„-does-he $DEL:i $DEL:know $MADD:&3s $DIST = 1 $REP = 0.09,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,real food . 1621640_1624484,adj|real n|food .,1|2|MOD 2|0|INCROOT 3|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,real food you do want a real apple „ don't you ? 1624832_1626864,adj|real n|food pro|you v|do v|want det|a adj|real n|apple end|end mod|do~neg|not pro|you ?,1|2|MOD 2|0|INCROOT 3|4|SUBJ 4|2|CMOD 5|4|OBJ 6|8|DET 7|8|MOD 8|5|OBJ 9|8|XMOD 10|12|AUX 11|10|NEG 12|9|OBJ 13|2|PUNCT,$EXA:real-food $ADD:you-do-want-a-real-apple-„-don't-you $EXPAN $DIST = 3 $REP = 0.18,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,a &r a red delivery truck has gone past again . 1637338_1641854,det|a det|a n|red n|delivery n|truck aux|have&3S part|go&PASTP n|past adv|again .,1|5|DET 2|5|DET 3|5|MOD 4|5|MOD 5|7|SUBJ 6|7|AUX 7|0|ROOT 8|7|OBJ 9|7|JCT 10|7|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,has it ? 1641924_1642609,aux|have&3S pro|it ?,1|0|INCROOT 2|1|OBJ 3|1|PUNCT,$EXA:have $ADD:it $DEL:a-a-red-delivery-truck $DEL:gone-past-again $MEXA:&3s $DIST = 1 $REP = 0.50,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,can I have that one ? 1700315_1700965,mod|can pro:sub|I v|have det|that pro:indef|one ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,but to do that I need to cut it . 1703357_1705226,conj|but inf|to v|do adv|that pro:sub|I v|need inf|to v|cut&ZERO pro|it .,1|0|INCROOT 2|3|INF 3|1|XCOMP 4|3|JCT 5|6|SUBJ 6|3|COMP 7|8|INF 8|6|XCOMP 9|8|OBJ 10|1|PUNCT,$EXA:that-i $ADD:but-to-do $ADD:need-to-cut-it $DEL:can $DEL:have $DEL:one $DIST = 3 $REP = 0.22,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,I don't . 1710288_1710695,pro:sub|I mod|do~neg|not .,1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,what I should have done <what we'll> [>] do the next time +/.[+ IN] 1714491_1717799,pro:wh|what pro:sub|I mod|should aux|have part|do&PASTP pro:wh|what pro:sub|we~mod|will v|do det|the adj|next n|time +/.,1|5|LINK 2|5|SUBJ 3|5|AUX 4|5|AUX 5|0|ROOT 6|9|LINK 7|9|SUBJ 8|9|AUX 9|5|COMP 10|12|DET 11|12|MOD 12|9|OBJ 13|5|PUNCT,$EXA:i $ADD:what $ADD:should-have-done-what-we'll-do-the-next-time $DEL:don't $DIST = 1 $REP = 0.09,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,even [<] nicer . 1732999_1733881,adv|even adj|nice-CP .,1|2|JCT 2|0|ROOT 3|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh wow it is nice that . 1744473_1746064,co|oh co|wow pro|it cop|be&3S adj|nice rel|that .,1|4|COM 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|PRED 6|4|PRED 7|4|PUNCT,$EXA:nice $ADD:oh-wow-it-is $ADD:that $DEL:even $MDEL:-cp $DIST = 4 $REP = 0.17,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,do you know [//] do you want to know which Tesco these apples have been in ? 1777330_1781858,mod|do pro|you v|do pro|you v|want inf|to v|know rel|which n:prop|Tesco det|these n|apple-PL v|have cop|be&PASTP prep|in ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|5|SUBJ 5|3|COMP 6|7|INF 7|5|XCOMP 8|12|LINK 9|12|SUBJ 10|11|DET 11|12|SUBJ 12|7|COMP 13|12|OBJ 14|13|JCT 15|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,oh I see which Tesco's the apples have been in . 1781742_1783762,co|oh pro:sub|I v|see det:wh|which n:prop|Tesco~poss|s det|the n|apple-PL v|have cop|be&PASTP prep|in .,1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|4|OBJ 6|5|POSS 7|8|DET 8|9|SUBJ 9|5|CJCT 10|9|JCT 11|10|JCT 12|3|PUNCT,$EXA:which $EXA:apple-have-be-in $ADD:oh-i-see $ADD:tesco's-the $DEL:do-you-do-you-want-to-know $DEL:tesco-these $MEXA:-pl $MEXA:&pastp $DIST = 1 $REP = 0.50,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,do you know [//] do you want to know which Tesco these apples have been in ? 1777330_1781858,mod|do pro|you v|do pro|you v|want inf|to v|know rel|which n:prop|Tesco det|these n|apple-PL v|have cop|be&PASTP prep|in ?,1|3|AUX 2|3|SUBJ 3|0|ROOT 4|5|SUBJ 5|3|COMP 6|7|INF 7|5|XCOMP 8|12|LINK 9|12|SUBJ 10|11|DET 11|12|SUBJ 12|7|COMP 13|12|OBJ 14|13|JCT 15|3|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,which Tesco have they come from ? 1784066_1785598,rel|which n:prop|Tesco v|have pro:sub|they v|come prep|from ?,1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|SUBJ 5|3|COMP 6|5|JCT 7|3|PUNCT,$EXA:which-tesco-have $ADD:they-come-from $DEL:do-you-do-you-want-to-know $DEL:these-apples $DEL:been-in $DIST = 3 $REP = 0.50,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,someone told me . 1798459_1799574,pro:indef|someone v|tell&PAST pro:obj|me .,1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,who would tell you that ? 1802688_1804163,pro:wh|who mod|will&COND v|tell pro|you rel|that ?,1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|3|XCOMP 6|3|PUNCT,$EXA:tell $ADD:who-would $ADD:you-that $DEL:someone $DEL:me $MDEL:&past $DIST = 4 $REP = 0.20,$NOT
Thomas-4-04-06-annotated.txt,0,CHI,bigger than smaller ones . 1827200_1829186,adj|big-CP prep|than adj|small-CP pro:indef|one-PL .,1|0|INCROOT 2|1|JCT 3|4|MOD 4|2|POBJ 5|1|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,they're bigger than smaller ones . 1829139_1830428,pro:sub|they~cop|be&PRES adj|big-CP prep|than adj|small-CP pro:indef|one-PL .,1|2|SUBJ 2|0|ROOT 3|2|PRED 4|2|JCT 5|6|MOD 6|4|POBJ 7|2|PUNCT,$EXA:big-than-small-one $ADD:they're $EXPAN $MEXA:-cp $MEXA:-cp $MEXA:-pl $DIST = 1 $REP = 0.80,$COF $ERR = synt:subj;$TYP=omission $ERR = synt:verb;$TYP=omission
Thomas-4-04-06-annotated.txt,0,CHI,you don't . 1854130_1854792,pro|you mod|do~neg|not .,1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PUNCT,,
Thomas-4-04-06-annotated.txt,1,MOT,I didn't help [?] you did I ? [+ PI] 1854780_1856452,pro:sub|I mod|do&PAST~neg|not v|help pro|you v|do&PAST pro:sub|I ?,1|4|SUBJ 2|4|AUX 3|2|NEG 4|0|ROOT 5|4|OBJ 6|4|COMP 7|6|OBJ 8|4|PUNCT,$EXA:do~not $EXA:you $ADD:i $ADD:help $ADD:did-i $EXPAN $MADD:&past $DIST = 1 $REP = 0.33,$COF $ERR = synt:verb;$TYP=omission
Thomas-4-04-06-annotated.txt,0,CHI,you did not . 1856974_1858286,pro|you v|do&PAST neg|not .,1|2|SUBJ 2|0|ROOT 3|2|NEG 4|2|PUNCT,,
