corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,MLU,pos_tag,age,age_months,age_group
Braunwald,Braunwald_under_2/010603.xml,u80,3,1,MOT,Mother,,thank you for saying that for me .,3.45,v pro:per prep part pro:dem prep pro:obj,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u82,4,0,MOT,Mother,,water ?,3.45,n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u83,4,1,MOT,Mother,,yeah .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u107,5,0,MOT,Mother,,the cat bites ?,3.45,det:art n v,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u108,5,1,MOT,Mother,,yeah he sure does .,3.45,co pro:sub adv v,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u161,6,0,MOT,Mother,,Laura what's that ?,3.45,n:prop pro:int pro:dem,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u164,6,1,MOT,Mother,,tomato .,3.45,n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u168,7,0,MOT,Mother,,the recorder is night_night ?,3.45,det:art n cop n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u169,7,1,MOT,Mother,,no .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u185,8,0,MOT,Mother,,where was Mummy ?,3.45,pro:int cop n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u187,8,1,MOT,Mother,,here's Mummy .,3.45,pro:exist n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u188,9,0,MOT,Mother,,what did you do at Mrs_Gwww's ?,3.45,pro:int mod pro:per v prep n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u190,9,1,MOT,Mother,,yeah .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u192,10,0,MOT,Mother,,huh ?,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u194,10,1,MOT,Mother,,hey Laura .,3.45,co n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u195,11,0,MOT,Mother,,who do you like at Mrs_Gwww's ?,3.45,pro:int mod pro:per v prep n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u197,11,1,MOT,Mother,,who do you like at Mrs,3.45,pro:int mod pro:per v prep n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u230,12,0,MOT,Mother,,hm ?,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u233,12,1,MOT,Mother,,I can't hear you .,3.45,pro:sub mod v pro:per,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u269,13,0,MOT,Mother,,milk please ?,3.45,n v,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u270,13,1,MOT,Mother,,okay .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u279,14,0,MOT,Mother,,want Mummy to tickle you ?,3.45,v n:prop inf v pro:per,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u281,14,1,MOT,Mother,,here .,3.45,adv,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u304,15,0,MOT,Mother,,where's Susie ?,3.45,pro:int n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u306,15,1,MOT,Mother,,and Erica .,3.45,coord n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u307,16,0,MOT,Mother,,where are they ?,3.45,pro:int cop pro:sub,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u309,16,1,MOT,Mother,,and Matthew .,3.45,coord n:prop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u312,17,0,MOT,Mother,,there ?,3.45,adv,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u313,17,1,MOT,Mother,,are they,3.45,cop pro:sub,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u325,18,0,MOT,Mother,,now does Laura burp ?,3.45,adv:tem mod n:prop n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u326,18,1,MOT,Mother,,thought I heard you burp .,3.45,v pro:sub v pro:per v,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u341,19,0,MOT,Mother,,ha be ?,3.45,cop,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u342,19,1,MOT,Mother,,I don't know where what ha be means .,3.45,pro:sub mod v pro:int aux v,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u372,20,0,MOT,Mother,,please ?,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u373,20,1,MOT,Mother,,I can't do it .,3.45,pro:sub mod mod pro:per,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u396,21,0,MOT,Mother,,you like sherbet ?,3.45,pro:per v n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u397,21,1,MOT,Mother,,mhm hm .,3.45,co co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u450,22,0,MOT,Mother,,down ?,3.45,adv,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u451,22,1,MOT,Mother,,okay .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u453,23,0,MOT,Mother,,down on your bike ?,3.45,adv prep det:poss n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u454,23,1,MOT,Mother,,okay .,3.45,co,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u463,24,0,MOT,Mother,,why are you putting your finger on my nose ?,3.45,pro:int aux pro:per part det:poss n prep det:poss n,P1Y06M03D,18.0,12-23 months
Braunwald,Braunwald_under_2/010603.xml,u467,24,1,MOT,Mother,,I'm gonna eat up your finger .,3.45,pro:sub part v adv det:poss n,P1Y06M03D,18.0,12-23 months
Providence,Providence_under_2/010221.xml,u0,1,0,MOT,Mother,Mother,would you like some bread ?,4.698,mod pro:per v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1,1,1,MOT,Mother,Mother,bread mm .,4.698,n co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u3,2,0,MOT,Mother,Mother,are you being like the tea kettle just made a noise like that ?,4.698,cop pro:per n prep det:art n n adv v det:art n prep pro:dem,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u4,2,1,MOT,Mother,Mother,f@l two .,4.698,n:let det:num,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u19,3,0,MOT,Mother,Mother,what d'you tell Daddy that you're eating ?,4.698,pro:int mod pro:per v n:prop pro:rel pro:per aux part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u21,3,1,MOT,Mother,Mother,bread .,4.698,n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u23,4,0,FAT,Father,Father,oh can I have some ?,3.82,co mod pro:sub v qn,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u24,4,1,FAT,Father,Father,mm .,3.82,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u28,5,0,MOT,Mother,Mother,are you swallowing any of that ?,4.698,cop pro:per part qn prep pro:dem,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u29,5,1,MOT,Mother,Mother,you gonna get beans,4.698,pro:per mod:aux v n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u59,6,0,MOT,Mother,Mother,what would you like ?,4.698,pro:int mod pro:per co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u60,6,1,MOT,Mother,Mother,I'm looking for your pears .,4.698,pro:sub aux part prep det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u63,7,0,MOT,Mother,Mother,what ?,4.698,pro:int,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u64,7,1,MOT,Mother,Mother,yeah I know .,4.698,co pro:sub v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u73,8,0,MOT,Mother,Mother,oh really ?,4.698,co adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u74,8,1,MOT,Mother,Mother,mm .,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u78,9,0,MOT,Mother,Mother,while I'm making this other stuff ?,4.698,conj pro:sub aux part pro:dem qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u79,9,1,MOT,Mother,Mother,oh this is this stuff I forgot .,4.698,co pro:dem cop pro:dem n pro:sub v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u92,10,0,MOT,Mother,Mother,are you touching your eye ?,4.698,cop pro:per part det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u93,10,1,MOT,Mother,Mother,hi Naima's eye .,4.698,co n:prop poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u94,11,0,MOT,Mother,Mother,would you like more bread ?,4.698,mod pro:per v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u96,11,1,MOT,Mother,Mother,mikkiy@wp makky@wp mukky@wp .,4.698,wplay wplay wplay,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u103,12,0,MOT,Mother,Mother,what ?,4.698,pro:int,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u105,12,1,MOT,Mother,Mother,pick .,4.698,v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u146,13,0,MOT,Mother,Mother,want some bread on a spoon ?,4.698,v qn n prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u148,13,1,MOT,Mother,Mother,raisin .,4.698,n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u162,14,0,MOT,Mother,Mother,you're eating all the bread huh ?,4.698,pro:per aux part qn det:art n co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u163,14,1,MOT,Mother,Mother,putting the bread on the spoon .,4.698,part det:art n prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u168,15,0,MOT,Mother,Mother,you still have raisin in your mouth ?,4.698,pro:per adv v n prep det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u169,15,1,MOT,Mother,Mother,mm .,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u191,16,0,MOT,Mother,Mother,that good ?,4.698,pro:dem adj,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u193,16,1,MOT,Mother,Mother,goody okay .,4.698,co co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u210,17,0,MOT,Mother,Mother,do what was he doing ?,4.698,mod pro:int cop pro:sub part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u211,17,1,MOT,Mother,Mother,he was shopping .,4.698,pro:sub aux part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u215,18,0,MOT,Mother,Mother,d'you think he found some at the store ?,4.698,mod pro:per v pro:sub v qn prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u216,18,1,MOT,Mother,Mother,he might have found some yeah I hear that noise too .,4.698,pro:sub mod aux part qn co pro:sub v pro:dem n post,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u249,19,0,MOT,Mother,Mother,where did you get that ?,4.698,adv:int mod pro:per v pro:dem,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u250,19,1,MOT,Mother,Mother,the korean store sort of the usual xxx swill .,4.698,det:art adj n n prep det:art adj n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u305,20,0,MOT,Mother,Mother,what happened ?,4.698,pro:int v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u307,20,1,MOT,Mother,Mother,you have a raisin on your face .,4.698,pro:per v det:art n prep det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u308,21,0,MOT,Mother,Mother,d'you like that ?,4.698,mod pro:per v pro:dem,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u309,21,1,MOT,Mother,Mother,I mean is it something we could even conceive of fixing .,4.698,pro:sub v aux pro:per pro:indef pro:sub mod v v prep n:gerund,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u398,22,0,MOT,Mother,Mother,hyper are we still recording ?,4.698,adj cop pro:sub adv part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u399,22,1,MOT,Mother,Mother,yes .,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u417,23,0,FAT,Father,Father,where is it where is the cow ?,3.82,adv:int aux pro:per pro:rel cop det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u418,23,1,FAT,Father,Father,miss moo moo moo moo .,3.82,n v v v on,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u474,24,0,FAT,Father,Father,could you give me a clean knife please ?,3.82,mod pro:per v pro:obj det:art adj n co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u475,24,1,FAT,Father,Father,thank you .,3.82,v pro:per,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u537,25,0,FAT,Father,Father,kettle ?,3.82,n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u538,25,1,FAT,Father,Father,tea kettle .,3.82,n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u572,26,0,FAT,Father,Father,puck you wanna pick ?,3.82,n pro:per mod:aux v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u573,26,1,FAT,Father,Father,okay you picked John_Coltrane .,3.82,co pro:per v n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u611,27,0,MOT,Mother,Mother,isn't that working ?,4.698,cop neg pro:dem part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u612,27,1,MOT,Mother,Mother,think she needs,4.698,v pro:sub v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u621,28,0,MOT,Mother,Mother,should we switch mics again ?,4.698,mod pro:sub v n adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u622,28,1,MOT,Mother,Mother,since you're not speaking .,4.698,conj pro:per cop neg part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u635,29,0,FAT,Father,Father,shall we get some juice ?,3.82,mod pro:sub v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u636,29,1,FAT,Father,Father,sounded like you were interested .,3.82,v co pro:per aux part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u650,30,0,FAT,Father,Father,no ?,3.82,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u651,30,1,FAT,Father,Father,totally .,3.82,adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u660,31,0,FAT,Father,Father,you want some water baby ?,3.82,pro:per v qn n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u661,31,1,FAT,Father,Father,let's have some water .,3.82,v pro:obj v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u663,32,0,FAT,Father,Father,that delic<ious> ?,3.82,pro:dem adj,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u664,32,1,FAT,Father,Father,yay baby had some water .,3.82,co n v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u676,33,0,FAT,Father,Father,what does that mean ?,3.82,pro:int mod pro:dem adj,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u677,33,1,FAT,Father,Father,Daddy a:h digada@wp digada@wp digada@wp digada@wp .,3.82,n:prop co wplay wplay wplay wplay,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u758,34,0,MOT,Mother,Mother,microphone you touching it ?,4.698,n pro:per part pro:per,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u760,34,1,MOT,Mother,Mother,there's sleepy the bear .,4.698,pro:exist aux adj det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u773,35,0,MOT,Mother,Mother,can you put sleepy to bed ?,4.698,mod pro:per v adj prep n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u774,35,1,MOT,Mother,Mother,sleepy needs a blanket Naima .,4.698,adj v det:art n n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u776,36,0,MOT,Mother,Mother,so he can get warm and comfy ?,4.698,co pro:sub mod v adj coord adj,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u777,36,1,MOT,Mother,Mother,there good .,4.698,adv adj,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u804,37,0,MOT,Mother,Mother,where's the book about Michael ?,4.698,adv:int cop det:art n prep n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u806,37,1,MOT,Mother,Mother,here's baby's abcs .,4.698,pro:exist aux n poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u830,38,0,MOT,Mother,Mother,I'll bring it over there and we can read it okay ?,4.698,pro:sub mod v pro:per adv adv coord pro:sub mod v pro:per co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u831,38,1,MOT,Mother,Mother,that's a nice book .,4.698,pro:dem cop det:art adj n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u838,39,0,MOT,Mother,Mother,wanna read that book instead ?,4.698,mod:aux v pro:dem n adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u839,39,1,MOT,Mother,Mother,Michael was sitting on his mother's lap .,4.698,n:prop aux part prep det:poss n poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u870,40,0,MOT,Mother,Mother,where's dolly ?,4.698,adv:int cop n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u871,40,1,MOT,Mother,Mother,yes right there she is .,4.698,co adv adv pro:sub cop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u884,41,0,MOT,Mother,Mother,where's Michael ?,4.698,adv:int cop n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u885,41,1,MOT,Mother,Mother,Michael .,4.698,n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u907,42,0,MOT,Mother,Mother,where's the teapot ?,4.698,adv:int cop det:art n n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u909,42,1,MOT,Mother,Mother,teapot .,4.698,n n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u910,43,0,MOT,Mother,Mother,where's the teapot ?,4.698,adv:int cop det:art n n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u911,43,1,MOT,Mother,Mother,tea .,4.698,n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u914,44,0,MOT,Mother,Mother,you see any socks ?,4.698,pro:per v qn n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u915,44,1,MOT,Mother,Mother,oh look what's happening .,4.698,co v pro:int aux part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u965,45,0,MOT,Mother,Mother,where's the baby ?,4.698,adv:int cop det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u966,45,1,MOT,Mother,Mother,yes .,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u980,46,0,MOT,Mother,Mother,can you squeeze Mommy ?,4.698,mod pro:per v n:prop,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u981,46,1,MOT,Mother,Mother,I'm gonna squeeze you .,4.698,pro:sub aux mod:aux v pro:per,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1009,47,0,MOT,Mother,Mother,what's Tom doing ?,4.698,pro:int aux n:prop part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1011,47,1,MOT,Mother,Mother,Mommy holds Pipo while Tom runs down the hill .,4.698,n:prop v n:prop conj n:prop v prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1014,48,0,MOT,Mother,Mother,what happens here ?,4.698,pro:int v adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1015,48,1,MOT,Mother,Mother,he was running really fast and then he,4.698,pro:sub aux part adv adj coord adv:tem pro:sub,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1044,49,0,MOT,Mother,Mother,you don't wanna put that on ?,4.698,pro:per mod neg mod:aux v pro:dem adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1045,49,1,MOT,Mother,Mother,I see .,4.698,pro:sub v,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1046,50,0,MOT,Mother,Mother,did we decide to take it off ?,4.698,mod pro:sub v inf v pro:per adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1047,50,1,MOT,Mother,Mother,okay .,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1069,51,0,MOT,Mother,Mother,where's your soap ?,4.698,adv:int cop det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1070,51,1,MOT,Mother,Mother,can you give me the soap,4.698,mod pro:per v pro:obj det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1076,52,0,MOT,Mother,Mother,you want it on ?,4.698,pro:per v pro:per adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1077,52,1,MOT,Mother,Mother,let's put it on .,4.698,v pro:obj v pro:per adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1086,53,0,MOT,Mother,Mother,wanna go for a ride in the laundry basket ?,4.698,mod:aux v prep det:art n prep det:art n n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1087,53,1,MOT,Mother,Mother,we got a piece of laundry here .,4.698,pro:sub v det:art n prep n adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1088,54,0,MOT,Mother,Mother,you want me to take that out ?,4.698,pro:per v pro:obj inf v pro:dem adv,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1090,54,1,MOT,Mother,Mother,I'm shaking the baby .,4.698,pro:sub aux part det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1126,55,0,MOT,Mother,Mother,are you in a boat ?,4.698,cop pro:per prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1127,55,1,MOT,Mother,Mother,Naima what is your name,4.698,n:prop pro:int cop det:poss n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1139,56,0,MOT,Mother,Mother,are you falling ?,4.698,cop pro:per part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1140,56,1,MOT,Mother,Mother,falling .,4.698,part,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1145,57,0,MOT,Mother,Mother,are your toes sticking through the holes ?,4.698,cop det:poss n part prep det:art n,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1146,57,1,MOT,Mother,Mother,it looks like your,4.698,pro:per v prep det:poss,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1164,58,0,MOT,Mother,Mother,no ?,4.698,co,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/010221.xml,u1165,58,1,MOT,Mother,Mother,kerplunk@o .,4.698,on,P1Y2M21D,15.0,12-23 months
Providence,Providence_under_2/011110.xml,u31,1,0,MOT,Mother,Mother,"you don't wanna break it to bits ,  do ya ?",4.974,pro:per mod neg mod:aux v pro:per prep n cm v pro:per,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u32,1,1,MOT,Mother,Mother,you don't wanna break it to bits .,4.974,pro:per mod neg mod:aux v pro:per prep n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u34,2,0,MOT,Mother,Mother,should I make you a necklace ?,4.974,mod pro:sub v pro:per det:art n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u35,2,1,MOT,Mother,Mother,put it on the string !,4.974,v pro:per prep det:art n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u43,3,0,MOT,Mother,Mother,"mm ,  now put it on the string ?",4.974,co cm adv v pro:per prep det:art n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u44,3,1,MOT,Mother,Mother,"<o>kay ,  ah ,  let's see .",4.974,co cm co cm v pro:obj v,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u51,4,0,MOT,Mother,Mother,"where's the other string ,  the white piece of string ?",4.974,adv:int cop det:art qn n cm det:art adj n prep n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u52,4,1,MOT,Mother,Mother,here it is .,4.974,adv pro:per cop,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u87,5,0,MOT,Mother,Mother,ywanna try to put that one on ?,4.974,mod pro:per v inf v inf v pro:dem pro:indef adv,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u88,5,1,MOT,Mother,Mother,that one has a nice big hole .,4.974,pro:dem pro:indef v det:art adj adj n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u92,6,0,MOT,Mother,Mother,you wanna play with the play+dough ?,4.974,pro:per mod:aux v prep det:art n n n,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u93,6,1,MOT,Mother,Mother,okay .,4.974,co,P1Y11M10D,23.0,12-23 months
Providence,Providence_under_2/011110.xml,u97,7,0,MOT,Mother,Mother,"can you clean up the beads ,  sweetie ?",4.974,mod pro:per v prep det:art n cm co,P1Y11M10D,23.0,12-23 months
