corpus,dialogue_id,uID,pairID,upairID,speaker,role,speaker_name,utterance,context_utterances,MLU,pos_tag,age,age_months
Sachs,Sachs_2_4/020823.xml,u13,1,1,MOT,Mother,,who uses it ?,,4.073,pro:rel v pro:per,P2Y08M23D,33.0
Sachs,Sachs_2_4/020823.xml,u74,2,0,CHI,Target_Child,Naomi,me put under you arm ?,"CHI: xxx in here .
CHI: me put saving thing on you ?
MOT: um yeah you can put some shaving thing on me .
MOT: here you wanna put it on my cheek ?
MOT: okay .",2.861,pro:obj part adv pro:per v,P2Y08M23D,33.0
Sachs,Sachs_2_4/020823.xml,u75,2,1,MOT,Mother,,under what ?,,4.073,adv pro:int,P2Y08M23D,33.0
Sachs,Sachs_2_4/030210.xml,u323,1,0,CHI,Target_Child,Naomi,who change ?,"MOT: hm .
MOT: you've been playing hard .
CHI: look at my body .
CHI: she changes .
MOT: what ?",3.019,pro:int n,P3Y02M10D,38.0
Sachs,Sachs_2_4/030210.xml,u324,1,1,MOT,Mother,,who changes you ?,,5.728,pro:rel v pro:per,P3Y02M10D,38.0
Sachs,Sachs_2_4/020005.xml,u235,1,0,CHI,Target_Child,Naomi,gonna jump lolly ?,"CHI: gonna jump that .
CHI: gonna jump this .
MOT: okay .
CHI: gonna jump ?
CHI: gonna jump this ?",2.224,part v chi,P2Y00M05D,24.0
Sachs,Sachs_2_4/020005.xml,u236,1,1,MOT,Mother,,can jump lolly ?,,3.375,mod v chi,P2Y00M05D,24.0
Sachs,Sachs_2_4/020005.xml,u253,2,0,CHI,Target_Child,Naomi,where's Jenko ?,"CHI: I do it more .
CHI: you lie down .
CHI: see Jenko sleeping .
CHI: uh see Jenko an Georgie .
CHI: baby sleeping .",2.224,pro:int n:prop,P2Y00M05D,24.0
Sachs,Sachs_2_4/020005.xml,u254,2,1,MOT,Mother,,oh I don't know where is Jenko ?,,3.375,co pro:sub mod v pro:int cop n:prop,P2Y00M05D,24.0
Sachs,Sachs_2_4/020005.xml,u290,3,0,CHI,Target_Child,Naomi,Georgie going fall down ?,"MOT: you fall right off the bed on your head .
CHI: head ?
MOT: right off on your head .
CHI: Georgie ?
MOT: yeah .",2.224,n:prop part v adv,P2Y00M05D,24.0
Sachs,Sachs_2_4/020005.xml,u291,3,1,MOT,Mother,,Georgie just fall down ?,,3.375,n:prop adj n adv,P2Y00M05D,24.0
Sachs,Sachs_2_4/020117.xml,u190,1,0,CHI,Target_Child,Naomi,uh Agra have on ?,"MOT: yes .
CHI: Georgie .
CHI: Georgie has jamas on .
MOT: mhm .
MOT: what does Agra have on ?",2.203,n:prop v adv,P2Y01M17D,26.0
Sachs,Sachs_2_4/020117.xml,u191,1,1,MOT,Mother,,what does she have on honey ?,,4.617,pro:int mod pro:sub v prep n,P2Y01M17D,26.0
Sachs,Sachs_2_4/020117.xml,u195,2,0,CHI,Target_Child,Naomi,uh baby have on ?,"CHI: uh Agra have on ?
MOT: what does she have on honey ?
CHI: dress .
MOT: right .
MOT: what does Baby have on ?",2.203,n v adv,P2Y01M17D,26.0
Sachs,Sachs_2_4/020117.xml,u196,2,1,MOT,Mother,,what does baby have on ?,,4.617,pro:int mod v v adv,P2Y01M17D,26.0
Sachs,Sachs_2_4/020117.xml,u233,3,0,CHI,Target_Child,Naomi,that's shampoo ?,"MOT: let's do Georgie too .
MOT: what are you gonna do for the babies huh ?
MOT: what are you going to do honey ?
CHI: what's in there ?
MOT: that's shampoo .",2.203,pro:dem n,P2Y01M17D,26.0
Sachs,Sachs_2_4/020117.xml,u234,3,1,MOT,Mother,,are you going to shampoo the baby ?,,4.617,cop pro:per part inf v det:art n,P2Y01M17D,26.0
Sachs,Sachs_2_4/020713.xml,u50,1,0,CHI,Target_Child,Naomi,you cut it ?,"CHI: dig .
CHI: dig .
FAT: dig into your icecream and dive for the pie now .
CHI: is bigger ?
CHI: is bigger ?",2.824,pro:per v pro:per,P2Y07M13D,31.0
Sachs,Sachs_2_4/020713.xml,u51,1,1,FAT,Father,,you want me to cut it again ?,,5.881,pro:per v pro:obj inf v pro:per adv:tem,P2Y07M13D,31.0
Sachs,Sachs_2_4/020317.xml,u46,1,0,CHI,Target_Child,Naomi,what are we going to do at Julia house ?,"FAT: do you want some of this roll Nomi ?
FAT: with butter and jelly on it ?
CHI: no .
MOT: Nomi what are we going to do at Julia's house ?
CHI: what are we going to do at Julia house ?",2.979,pro:int cop pro:sub part inf v prep n:prop n,P2Y03M17D,28.0
Sachs,Sachs_2_4/020317.xml,u47,1,1,MOT,Mother,,do you remember ?,,5.052,mod pro:per v,P2Y03M17D,28.0
Sachs,Sachs_2_4/011121.xml,u137,1,0,CHI,Target_Child,Naomi,what got ?,"CHI: what got ?
CHI: what got ?
CHI: what got ?
CHI: what got ?
CHI: what got ?",2.266,pro:int v,P1Y11M21D,24.0
Sachs,Sachs_2_4/011121.xml,u138,1,1,MOT,Mother,,what have I got ?,,3.861,pro:int v pro:sub v,P1Y11M21D,24.0
Sachs,Sachs_2_4/011120.xml,u71,1,0,CHI,Target_Child,Naomi,Nomi's tired ?,"MOT: passy and toast .
MOT: you've got passy and toast in your hand .
CHI: Mommy's tired ?
MOT: mhm .
MOT: Daddy's tired too .",2.911,n:prop part,P1Y11M20D,24.0
Sachs,Sachs_2_4/011120.xml,u72,1,1,MOT,Mother,,is Nomi tired ?,,5.014,cop n:prop v,P1Y11M20D,24.0
Sachs,Sachs_2_4/011120.xml,u108,2,0,CHI,Target_Child,Naomi,can make fish ?,"CHI: d e .
MOT: it's the fifth thing she always leaves out !
MOT: d e f d e f .
CHI: can make fish ?
CHI: can make fish ?",2.911,mod v n,P1Y11M20D,24.0
Sachs,Sachs_2_4/011120.xml,u109,2,1,MOT,Mother,,can you make fish do what Nomi ?,,5.014,mod pro:per v n v pro:int n:prop,P1Y11M20D,24.0
Sachs,Sachs_2_4/020909.xml,u260,1,0,CHI,Target_Child,Naomi,where's other taperecorder ?,"MOT: that's not a good microphone for us to have is it ?
MOT: we want a microphone that picks up from far away .
CHI: I need this .
CHI: xxx taperecorder .
MOT: hm ?",3.269,pro:int pro:indef,P2Y09M09D,33.0
Sachs,Sachs_2_4/020909.xml,u261,1,1,MOT,Mother,,that other taperecorder ?,,5.841,det:dem pro:indef,P2Y09M09D,33.0
Sachs,Sachs_2_4/020909.xml,u315,2,0,CHI,Target_Child,Naomi,which one ?,"FAT: is he lying on his back ?
FAT: why don't cha you give him a bath ?
CHI: which ?
CHI: which one ?
CHI: which one ?",3.269,pro:int pro:indef,P2Y09M09D,33.0
Sachs,Sachs_2_4/020909.xml,u316,2,1,FAT,Father,,which one what Nom ?,,5.41,pro:int det:num pro:int n:prop,P2Y09M09D,33.0
Sachs,Sachs_2_4/020716.xml,u600,1,0,CHI,Target_Child,Naomi,what is this ?,"MOT: a horse .
CHI: horse .
CHI: what is this ?
MOT: lamb .
CHI: lamb .",3.03,pro:int cop det:dem,P2Y07M16D,32.0
Sachs,Sachs_2_4/020716.xml,u601,1,1,MOT,Mother,,what do you think ?,,3.112,pro:int mod pro:per v,P2Y07M16D,32.0
Sachs,Sachs_2_4/011130.xml,u267,1,0,CHI,Target_Child,Naomi,how are you ?,"CHI: no .
MOT: no Nomi can't come play .
MOT: is it Nomi's bedtime ?
CHI: bedtime .
CHI: Nomi's bedtime .",1.902,pro:int cop pro:per,P1Y11M30D,24.0
Sachs,Sachs_2_4/011130.xml,u268,1,1,MOT,Mother,,fine how are you ?,,3.0,n pro:rel cop pro:per,P1Y11M30D,24.0
Sachs,Sachs_2_4/011118.xml,u26,1,0,CHI,Target_Child,Naomi,what's a goose name ?,"CHI: shadow .
FAT: shadow that's right .
CHI: what's that ?
CHI: what's that ?
FAT: a goose .",2.306,pro:int det:art n n,P1Y11M18D,24.0
Sachs,Sachs_2_4/011118.xml,u27,1,1,FAT,Father,,what's the goose's name ?,,4.211,pro:int det:art adj n,P1Y11M18D,24.0
Sachs,Sachs_2_4/011118.xml,u159,2,0,CHI,Target_Child,Naomi,is hand table ?,"CHI: I find no balloon .
FAT: you did ?
CHI: is hand table ?
CHI: is hand table ?
CHI: is hand table ?",2.306,aux n n,P1Y11M18D,24.0
Sachs,Sachs_2_4/011118.xml,u160,2,1,MOT,Mother,,is your hand on the table Nomi ?,,4.7,cop det:poss n prep det:art n n:prop,P1Y11M18D,24.0
Sachs,Sachs_2_4/030504.xml,u282,1,0,CHI,Target_Child,Naomi,who was that ?,"MOT: okay .
MOT: we'll put some pants on .
MOT: where'd we get these oh these pants are all dirty .
CHI: yeah .
MOT: put these down in the laundry .",2.088,pro:int cop pro:dem,P3Y05M04D,41.0
Sachs,Sachs_2_4/030504.xml,u283,1,1,MOT,Mother,,who did we get these pants from ?,,5.418,pro:int mod pro:sub v pro:dem v prep,P3Y05M04D,41.0
Sachs,Sachs_2_4/020107.xml,u135,1,0,CHI,Target_Child,Naomi,what's Nomi doing ?,"FAT: that's a different kind of milk container .
FAT: it happens not to be a plastic carton .
CHI: la la la .
FAT: that's why there are plastic bottles .
CHI: Nomi doing .",2.181,pro:int n:prop part,P2Y01M07D,25.0
Sachs,Sachs_2_4/020107.xml,u136,1,1,FAT,Father,,whatcha what are you doing Nomi ?,,4.575,pro:int aux pro:per part n:prop,P2Y01M07D,25.0
Sachs,Sachs_2_4/020107.xml,u198,2,0,CHI,Target_Child,Naomi,boy go ?,"FAT: yeah you can go lay down .
CHI: xxx lay down .
CHI: where did boy go ?
FAT: I don't know .
FAT: where did the boy go Nomi ?",2.181,co v,P2Y01M07D,25.0
Sachs,Sachs_2_4/020107.xml,u199,2,1,FAT,Father,,where did the boy go on July sixteenth ?,,4.575,pro:int mod det:art n v prep n:prop adj,P2Y01M07D,25.0
Sachs,Sachs_2_4/030507.xml,u652,1,0,CHI,Target_Child,Naomi,where's the ball ?,"CHI: take .
CHI: the toybin .
MOT: that was
MOT: I think it would be best if I took some toys I think .
CHI: you don't know .",3.223,pro:int det:art n,P3Y05M07D,41.0
Sachs,Sachs_2_4/030507.xml,u653,1,1,MOT,Mother,,where's what ?,,4.07,pro:int pro:int,P3Y05M07D,41.0
Weist,Weist_2_4/030907.xml,u26,1,0,CHI,Target_Child,Emma,how bout I have those and what are you gonna play with ?,"CHI: juice .
FAT: sorry .
CHI: here's a basket .
FAT: and what are these chips for ?
FAT: more money right ?",3.811,pro:int adv pro:sub v det:dem coord pro:int aux pro:per part v prep,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u27,1,1,JES,Investigator,Jessica,what else is in ?,,3.695,pro:int post aux adv,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u350,2,0,CHI,Target_Child,Emma,wou ya you wou ya you like to pay for som uh wou you like to buy ?,"CHI: and for your present is .
FAT: what's that ?
CHI: it's milk !
FAT: oh !
FAT: look at all these numbers here .",3.811,mod pro:per mod pro:per v inf v prep qn mod pro:per v inf v,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u351,2,1,FAT,Father,,hey can I buy this baby here ?,,4.553,co mod pro:sub v det:dem n adv,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u401,3,0,CHI,Target_Child,Emma,would you like to buy this pig ?,"CHI: yeah .
JES: are you guys all brothers ?
FAT: wanna sit up ?
CHI: yeah .
JES: wow .",3.811,mod pro:per v inf v det:dem n,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u402,3,1,JES,Investigator,Jessica,a pig too ?,,3.695,det:art n adv,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u532,4,0,CHI,Target_Child,Emma,can you be the doctor ?,"JES: uhoh !
FAT: you know that happened to me a while back .
CHI: but I fell off a cliff !
FAT: oh that will do it .
FAT: yeah .",3.811,mod pro:per cop det:art n,P3Y09M07D,45.0
Weist,Weist_2_4/030907.xml,u533,4,1,JES,Investigator,Jessica,the what the doctor ?,,3.695,det:art pro:int det:art n,P3Y09M07D,45.0
Weist,Weist_2_4/020902.xml,u2,1,0,CHI,Target_Child,Emily,what do you hafta tape me ?,"CHI: he's drinking some
CHI: slowly he's getting better .
JES: slowly that's good .
CHI: oh .
CAR: okay you're tapin .",4.612,pro:int mod pro:per mod v pro:obj,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u3,1,1,CAR,Investigator,Carey,we're gonna tape you for my job okay ?,,4.259,pro:sub part v pro:per prep det:poss n adj,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u350,2,0,CHI,Target_Child,Emily,the see ?,"CHI: he's lookin for his food .
CHI: he wants to go see his mommy and daddy .
CAR: mm hm .
CHI: but he he goed went to his mommy and daddy way over there .
CAR: how'd you get that boo boo ?",4.612,v,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u351,2,1,CAR,Investigator,Carey,I see it but how'd you get it ?,,4.259,pro:sub v pro:per conj pro:int pro:per v pro:per,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u493,3,0,CHI,Target_Child,Emily,what that polar bear doin ?,"CAR: you hafta talk to me and then we can read .
CHI: why are these polar bear what does that polar bear do ?
CHI: what is that polar bear n doin ?
CAR: I don't know you hafta tell me the story .
CHI: oh what is that polar bear doin ?",4.612,pro:int det:dem adj n part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u494,3,1,CAR,Investigator,Carey,read me the story what is he doin ?,,4.259,v pro:obj det:art n pro:int cop pro:sub part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u521,4,0,CHI,Target_Child,Emily,where's the toys Care ?,"CHI: don't take it out !
CAR: I'm not I'm just fixing it .
CHI: the wizard book .
CHI: the wizard book .
CAR: okay read that book to me .",4.612,pro:int det:art n n:prop,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u522,4,1,CAR,Investigator,Carey,what toys ?,,4.259,det:int n,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u556,5,0,CHI,Target_Child,Emily,where are they ?,"CHI: where's the musi al toys ?
CAR: I don't have them .
CHI: where are they ?
CAR: I don't know .
CAR: I don't know what you're talkin about .",4.612,pro:int cop pro:sub,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u557,5,1,CAR,Investigator,Carey,what are you doing ?,,4.259,pro:int aux pro:per part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u559,6,0,CHI,Target_Child,Emily,where are they ?,"CAR: I don't know .
CAR: I don't know what you're talkin about .
CHI: where are they ?
CAR: what are you doing ?
CAR: Emily ?",4.612,pro:int cop pro:sub,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u560,6,1,CAR,Investigator,Carey,what are you doing ?,,4.259,pro:int aux pro:per part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u626,7,0,CHI,Target_Child,Emily,what is that boy doing ?,"CHI: look .
CAR: look at her !
CAR: what is she doing ?
CHI: she's standin .
CAR: she's jumpin .",4.612,pro:int cop comp n part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u627,7,1,CAR,Investigator,Carey,I don't know what is he doing ?,,4.259,pro:sub mod v pro:int cop pro:sub part,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u694,8,0,CHI,Target_Child,Emily,where are the stickers ?,"CHI: just one minute Care .
CHI: don't be just .
CAR: hm ?
CAR: don't be what ?
CHI: don't be just .",4.612,pro:int cop det:art n,P2Y09M02D,33.0
Weist,Weist_2_4/020902.xml,u695,8,1,CAR,Investigator,Carey,now where are you gonna put those bears ?,,4.259,adv:tem pro:int aux pro:per part part det:dem n,P2Y09M02D,33.0
Weist,Weist_2_4/020916.xml,u243,1,0,CHI,Target_Child,Jillian,what are these on top ?,"MOT: what are these called ?
MOT: well if it was round we would call it a a snow globe or a water globe but it's a square so it's not a globe .
MOT: a globe are round things but this is a it's a special little water .
MOT: sparkles .
CHI: sparkles .",3.407,pro:int cop pro:dem prep n,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u244,1,1,MOT,Mother,,what are those shapes ?,,5.369,pro:int cop det:dem n,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u389,2,0,CHI,Target_Child,Jillian,what's goin on in here ?,"CHI: hey hey what's goin on here ?
CHI: he y !
CHI: hey what's goin on here ?
CHI: what's goin on in here ?
CHI: what's goin on in here ?",3.407,pro:int part adv prep n,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u390,2,1,MOT,Mother,,what is goin on there ?,,5.369,pro:int aux part prep n,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u424,3,0,CHI,Target_Child,Jillian,what's that ?,"CHI: they are xxx on my my xxx .
CHI: I can't do it .
MOT: hm ?
MOT: what are you tryin to get them to do ?
CHI: I'm gonna flip and turn and tryin to get the try xxx somethin in this .",3.407,pro:int pro:dem,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u425,3,1,MOT,Mother,,what's what ?,,5.369,pro:int pro:int,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u432,4,0,CHI,Target_Child,Jillian,what about marble ?,"CHI: and the picture of the birdie has her wing broken .
MOT: no I think her wing looks great !
CHI: now that's all the same xxx baby bird .
CHI: I want this marbles .
CHI: got nuts on marble .",3.407,pro:int n,P2Y09M16D,34.0
Weist,Weist_2_4/020916.xml,u433,4,1,MOT,Mother,,oh those marbles ?,,5.369,co det:dem n,P2Y09M16D,34.0
Weist,Weist_2_4/030127.xml,u40,1,0,CHI,Target_Child,Emily,please please please James ?,"CAR: oh I can but he can't .
CAR: is that very nice ?
CHI: can you zip the bag James ?
CAR: so what do you say ?
CHI: please ?",3.962,v v v n:prop,P3Y01M27D,38.0
Weist,Weist_2_4/030127.xml,u41,1,1,CAR,Investigator,Carey,and James says ?,,4.621,coord n:prop v,P3Y01M27D,38.0
Weist,Weist_2_4/030127.xml,u381,2,0,CHI,Target_Child,Emily,you mean you mean messy foot paint ?,"CHI: yeah she hasta buy colors .
CAR: oh okay .
CHI: yeah .
CAR: where would she do that ?
CAR: hm ?",3.962,pro:per adj adj n n,P3Y01M27D,38.0
Weist,Weist_2_4/030127.xml,u382,2,1,CAR,Investigator,Carey,where would Grammy buy paint ?,,4.621,pro:int mod n:prop n n,P3Y01M27D,38.0
Weist,Weist_2_4/031007.xml,u440,1,0,CHI,Target_Child,Matt,have you ever been fishing ?,"MOT: were there bugs outside I don't even know if there were any bugs .
CHI: I found em .
RYA: hey you know what I did this weekend Matty ?
CHI: what ?
RYA: I went fishing .",4.537,v pro:per adv cop part,P3Y10M07D,46.0
Weist,Weist_2_4/031007.xml,u441,1,1,MOT,Mother,,have you ever been fishing Matty ?,,7.119,v pro:per adv cop part n:prop,P3Y10M07D,46.0
Weist,Weist_2_4/031007.xml,u578,2,0,CHI,Target_Child,Matt,can you open this ?,"RYA: we'll find it .
MOT: this is very interesting .
RYA: what is that ?
CHI: books .
RYA: oh you're right .",4.537,mod pro:per v pro:dem,P3Y10M07D,46.0
Weist,Weist_2_4/031007.xml,u579,2,1,RYA,Investigator,Ryan,do you want me to get it open for you ?,,5.614,mod pro:per v pro:obj inf v pro:per v prep pro:per,P3Y10M07D,46.0
Weist,Weist_2_4/020122.xml,u358,1,0,CHI,Target_Child,Jillian,can I check you ?,"MOT: I'm hearing voices .
MOT: what are they ?
CHI: they're horsies .
MOT: what what's the horsie doin ?
MOT: is that is that horsie ridin by himself or or what ?",2.617,mod pro:sub v pro:per,P2Y01M22D,26.0
Weist,Weist_2_4/020122.xml,u359,1,1,JEN,Investigator,Jenell,can you check me ?,,5.5,mod pro:per v pro:obj,P2Y01M22D,26.0
Weist,Weist_2_4/020122.xml,u485,2,0,CHI,Target_Child,Jillian,can you change me ?,"CHI: I came back .
MOT: you came back !
MOT: yay !
MOT: yay !
MOT: that's great !",2.617,mod pro:per v pro:obj,P2Y01M22D,26.0
Weist,Weist_2_4/020122.xml,u486,2,1,MOT,Mother,,do you need a change ?,,5.709,mod pro:per v det:art n,P2Y01M22D,26.0
Weist,Weist_2_4/020510 copy.xml,u348,1,0,CHI,Target_Child,Matt,farm book too ?,"MOT: yeah it was a little too loud yeah a little too loud .
MOT: oh wait is that ?
CHI: I go in here .
MOT: you wanna go into the farm ?
MOT: this is a farm book too .",2.598,n n post,P2Y05M10D,29.0
Weist,Weist_2_4/020510 copy.xml,u349,1,1,MOT,Mother,,yeah well sure it has a cow and cows go on the farm right ?,,8.371,co adv adj pro:per aux det:art n coord n v prep det:art n adj,P2Y05M10D,29.0
Weist,Weist_2_4/020510 copy.xml,u464,2,0,CHI,Target_Child,Matt,where this one go ?,"MOT: okay right there okay now where's Bob's head go ?
MOT: good job yep that's right push it up to the top .
MOT: can you show momma how that goes up good job okay .
CHI: that go there .
MOT: good boy .",2.598,pro:int det:dem pro:indef v,P2Y05M10D,29.0
Weist,Weist_2_4/020510 copy.xml,u465,2,1,MOT,Mother,,I think there's a piece for that good job but where's that one go ?,,8.371,pro:sub v pro:exist det:art n prep det:dem adj n conj pro:rel det:dem pro:indef v,P2Y05M10D,29.0
Weist,Weist_2_4/020510 copy.xml,u472,3,0,CHI,Target_Child,Matt,where the fishing pole ?,"CHI: right there .
MOT: right there you did it .
CHI: I wanna do another puzzle .
MOT: you wanna do another puzzle do yo wanna do this one with the fish or the farm one ?
CHI: no .",2.598,pro:int det:art part n,P2Y05M10D,29.0
Weist,Weist_2_4/020510 copy.xml,u473,3,1,MOT,Mother,,the fishing pole hm where's the fishing pole can we check in the top drawer ?,,8.371,det:art part n co pro:int det:art part n mod pro:sub v prep det:art n n,P2Y05M10D,29.0
Weist,Weist_2_4/020718.xml,u540,1,0,CHI,Target_Child,Emily,can he puff again ?,"CAR: wha are you talking about ?
CHI: he's got a fuzzy on his face .
CAR: oh he does ?
CAR: what are you talking about when he's dripping ?
CAR: you mean drooling ?",3.524,mod pro:sub v adv:tem,P2Y07M18D,32.0
Weist,Weist_2_4/020718.xml,u541,1,1,CAR,Investigator,Carey,puff his cheeks ?,,4.359,v det:poss n,P2Y07M18D,32.0
Weist,Weist_2_4/030912.xml,u7,1,0,CHI,Target_Child,Emma,what's this ?,"CHI: watch this .
JES: wow look at those .
CHI: a tractor .
JES: um hm .
FAT: a tractor xxx .",3.722,pro:int pro:dem,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u8,1,1,JES,Investigator,Jessica,ooh what's this ?,,4.239,v pro:int pro:dem,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u151,2,0,CHI,Target_Child,Emma,this can you make a house for that little girl and boy right here ?,"JES: how bout we build a house for me .
CHI: okay .
CHI: how bout these ?
JES: that's a good idea .
CHI: open get them out so we can build a house for that little girl and boy .",3.722,pro:dem mod pro:per v det:art n prep det:dem adj n coord n adv n,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u152,2,1,JES,Investigator,Jessica,sure can you help me ?,,4.239,adj mod pro:per v pro:obj,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u378,3,0,CHI,Target_Child,Emma,where's the lady ?,"JES: so where's the lady ?
JES: hm ?
CHI: the xxx .
FAT: wow .
JES: where'd where did she go ?",3.722,pro:int det:art n,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u379,3,1,FAT,Father,,wa wasn't the lady in the car ?,,4.767,cop cop det:art n prep det:art n,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u499,4,0,CHI,Target_Child,Emma,where's the other chicken ?,"JES: uh oh .
JES: so how long does the chicken hafta stay in jail ?
CHI: one year .
JES: one year ?
FAT: oh that's not so bad .",3.722,pro:int det:art qn n,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u500,4,1,FAT,Father,,oh there's more chickens ?,,4.767,co pro:exist qn n,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u770,5,0,CHI,Target_Child,Emma,should we go ?,"CHI: no .
JES: no ?
JES: was it a long time ago ?
CHI: no just a long time ago but not too long .
JES: oh okay .",3.722,mod pro:sub v,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u771,5,1,JES,Investigator,Jessica,where do you wanna go ?,,4.239,pro:int mod pro:per v v,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u800,6,0,CHI,Target_Child,Emma,now should we make another one ?,"CHI: think should put some more on it ?
JES: okay put some more on .
JES: how does it look ?
CHI: good !
JES: okay .",3.722,adv:tem mod pro:sub v qn pro:indef,P3Y09M12D,45.0
Weist,Weist_2_4/030912.xml,u801,6,1,JES,Investigator,Jessica,sure you wanna make one now ?,,4.239,adj pro:per v v det:num adv:tem,P3Y09M12D,45.0
Weist,Weist_2_4/030721.xml,u269,1,0,CHI,Target_Child,Emma,where's the matching one with this ?,"CHI: there's a writin so you play with the mask .
CHI: I don't know where frog is .
CHI: where's this ?
JES: hm .
JES: I don't know I don't have that one .",4.002,pro:int det:art n:gerund pro:indef prep pro:dem,P3Y07M21D,44.0
Weist,Weist_2_4/030721.xml,u270,1,1,FAT,Father,,um the matching frog ?,,5.036,det:art part n,P3Y07M21D,44.0
Weist,Weist_2_4/030721.xml,u334,2,0,CHI,Target_Child,Emma,do you think daddy ?,"FAT: look Emma Mark drew this for you .
CHI: who Mark ?
FAT: remember he useta be a baby ?
FAT: oh my gosh .
CHI: I think he's going to ja going to jail .",4.002,mod pro:per v n,P3Y07M21D,44.0
Weist,Weist_2_4/030721.xml,u335,2,1,JES,Investigator,Jessica,you think what ?,,4.572,pro:per v pro:int,P3Y07M21D,44.0
Weist,Weist_2_4/020526.xml,u14,1,0,CHI,Target_Child,Jillian,cold water ?,"CHI: he's sayin hot water .
CAT: he's saying hot water !
CAT: ouch !
CAT: oh .
CAT: whoops .",3.134,adj n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u15,1,1,CAT,Investigator,Cathy,it's cold water now ?,,3.837,pro:per adj n adv:tem,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u409,2,0,CHI,Target_Child,Jillian,what's your name ?,"MOT: what did they ask ?
CHI: oh .
MOT: they said that they wanted to get to know these monsters so they say what's
CHI: what's what's
MOT: what's your name ?",3.134,pro:int det:poss n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u410,2,1,CAT,Investigator,Cathy,what's my name ?,,3.837,pro:int det:poss n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u421,3,0,CHI,Target_Child,Jillian,where's where are your sisters ?,"CHI: tell the rest of the story .
MOT: and so the monster's name was big monster and the baby horse and the mommy horse wanted to know more so how old are you ?
CHI: how ord old are you monster ?
CAT: I am fifty five .
CHI: oh .",3.134,pro:int cop det:poss n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u422,3,1,CAT,Investigator,Cathy,where's where are my sisters ?,,3.837,pro:int cop det:poss n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u434,4,0,CHI,Target_Child,Jillian,are you a little horse ?,"CAT: my sisters are at home .
CHI: with your mommy ?
CAT: baking a cake .
CAT: yes .
CAT: they're with mommy baking a cake .",3.134,cop pro:per det:art adj n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u435,4,1,CAT,Investigator,Cathy,and the little horse ?,,3.837,coord det:art adj n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u438,5,0,CHI,Target_Child,Jillian,are you a little monster ?,"CAT: they're with mommy baking a cake .
CHI: are you a little horse ?
CAT: and the little horse ?
MOT: xxx right ?
CHI: yeah .",3.134,cop pro:per det:art adj n,P2Y05M26D,30.0
Weist,Weist_2_4/020526.xml,u439,5,1,CAT,Investigator,Cathy,am I a little monster ?,,3.837,aux pro:sub det:art adj n,P2Y05M26D,30.0
